버스정류장ARS번호,승차총승객수,하차총승객수,승하차총승객수
17730,850,732,1582
17733,1365,376,1741
17734,1017,2833,3850
17737,2884,5152,8036
17738,1587,228,1815
17739,389,1347,1736
17740,4474,455,4929
17741,1437,20048,21485
17743,3713,1170,4883
17744,3994,7153,11147
17746,486,20,506
17747,1751,393,2144
17748,1019,679,1698
17749,1150,3053,4203
17750,757,517,1274
17754,747,1853,2600
17755,35,969,1004
17772,2769,914,3683
17773,6587,3574,10161
17792,1190,508,1698
17801,1074,1459,2533
17802,4048,131,4179
17803,1351,3950,5301
17804,737,844,1581
17806,631,2046,2677
17807,458,1766,2224
17808,31,4300,4331
17809,932,10810,11742
17819,2948,2020,4968
17825,1328,666,1994
17827,686,256,942
17830,136,191,327
17831,4862,970,5832
17834,9568,57,9625
17835,949,979,1928
17838,2693,3017,5710
17846,1175,2148,3323
17848,2978,14390,17368
17855,1547,22,1569
17863,14027,8770,22797
17864,4756,728,5484
17886,3185,5048,8233
17887,691,2237,2928
17888,5870,5749,11619
17889,5591,9982,15573
17899,11147,9806,20953
17900,7013,1198,8211
17901,6300,742,7042
17902,796,1497,2293
17903,5385,9294,14679
17904,4855,3173,8028
17906,2666,3360,6026
17907,3079,1561,4640
17908,288,1586,1874
17909,109236,99641,208877
17910,12334,7667,20001
17911,1101,5605,6706
17912,3290,4237,7527
17913,9168,4017,13185
17917,4425,6882,11307
17918,1384,1143,2527
17920,1368,135,1503
17922,446,3901,4347
17923,10931,6230,17161
17925,7290,8285,15575
17927,1108,2833,3941
17929,4624,4258,8882
17931,9027,4140,13167
17932,7118,13215,20333
17933,2046,1707,3753
17935,1459,5002,6461
17936,2773,2805,5578
17937,4158,2030,6188
17938,3729,3878,7607
17940,1406,4094,5500
17942,2725,3982,6707
17943,1994,1620,3614
17944,2654,2636,5290
17945,657,1145,1802
17946,1040,4112,5152
17947,11248,56264,67512
17948,22,4400,4422
17949,48,3832,3880
17950,12,348,360
17954,1830,6233,8063
17955,5991,3035,9026
17956,2187,13353,15540
17958,13249,4473,17722
17959,3659,11663,15322
17960,13672,13172,26844
17961,4410,980,5390
17962,3054,277,3331
17963,4648,826,5474
17967,16142,12047,28189
17970,2944,2892,5836
17971,461,12827,13288
17972,80340,52112,132452
17974,1240,6478,7718
17975,7284,1160,8444
17982,34811,32015,66826
17983,13,496,509
17984,4804,13405,18209
17985,13598,14645,28243
17986,13529,8207,21736
17987,11445,2779,14224
18001,42309,45404,87713
18002,37861,84831,122692
18003,125038,62015,187053
18004,62931,99852,162783
18005,56381,33069,89450
18006,23772,75652,99424
18007,89314,24064,113378
18008,22332,75123,97455
18009,93734,32347,126081
18010,43468,74468,117936
18011,51626,33464,85090
18012,29546,32488,62034
18013,38530,22142,60672
18014,25378,49110,74488
18101,1690,4,1694
18102,6812,4028,10840
18103,7818,12489,20307
18104,3868,11571,15439
18105,4285,1319,5604
18106,12366,26840,39206
18107,50711,15555,66266
18108,8633,4292,12925
18109,9077,9489,18566
18110,6288,8162,14450
18111,13853,38226,52079
18112,58878,33684,92562
18113,36392,57439,93831
18114,47514,26202,73716
18115,22835,11974,34809
18116,12413,11025,23438
18117,10400,7536,17936
18118,44018,31126,75144
18119,28042,17499,45541
18120,8499,7475,15974
18121,9260,7807,17067
18122,10191,7536,17727
18123,7532,5400,12932
18124,5900,11773,17673
18125,8190,5055,13245
18126,3073,13099,16172
18127,15179,2817,17996
18128,222,6109,6331
18129,7494,461,7955
18130,388,15812,16200
18131,11614,2278,13892
18132,8601,17825,26426
18133,19437,12050,31487
18134,33768,22325,56093
18135,1860,9138,10998
18136,5913,38276,44189
18137,40470,2134,42604
18138,800,8965,9765
18139,12308,940,13248
18140,33456,280,33736
18141,2085,49353,51438
18142,11091,526,11617
18143,11682,37399,49081
18144,7768,10390,18158
18145,7690,394,8084
18146,7462,20927,28389
18147,30473,26156,56629
18148,3489,9705,13194
18149,30956,15311,46267
18150,16309,15637,31946
18151,28073,31105,59178
18152,10562,13554,24116
18153,1996,3874,5870
18160,2242,3990,6232
18162,2401,1100,3501
18163,3113,2648,5761
18164,1832,10543,12375
18165,4715,2957,7672
18166,24,7211,7235
18167,14533,2171,16704
18168,670,1447,2117
18169,8466,3442,11908
18170,5380,48,5428
18171,5788,14719,20507
18172,17626,9833,27459
18173,2353,10471,12824
18174,7485,4152,11637
18175,36138,5070,41208
18176,5608,25367,30975
18177,19092,5352,24444
18178,7891,25515,33406
18179,28411,12205,40616
18180,20278,44939,65217
18181,62675,15712,78387
18182,13827,42940,56767
18183,33433,22195,55628
18184,42571,79914,122485
18185,65659,20003,85662
18186,3617,4976,8593
18187,3464,16661,20125
18188,34359,11436,45795
18189,14259,33678,47937
18190,29682,11087,40769
18191,13942,32531,46473
18192,31321,13225,44546
18193,11105,35048,46153
18194,37586,18085,55671
18195,27287,44543,71830
18196,30422,26324,56746
18197,74113,87451,161564
18198,64431,31450,95881
18199,3115,5418,8533
18200,5089,5120,10209
18201,5644,2808,8452
18202,3231,5540,8771
18203,27972,13089,41061
18204,6601,5273,11874
18205,11717,6056,17773
18206,5593,12744,18337
18207,1752,18875,20627
18208,12654,23902,36556
18209,35460,880,36340
18210,15307,4182,19489
18211,6652,6911,13563
18212,2396,8496,10892
18213,2860,6401,9261
18214,5855,13963,19818
18215,15391,23292,38683
18216,3629,56,3685
18217,9,2913,2922
18219,56299,558,56857
18220,34337,472,34809
18221,54,26412,26466
18222,14,2731,2745
18223,69,1934,2003
18224,18,1084,1102
18225,3385,1789,5174
18226,35,9559,9594
18227,30,7334,7364
18228,7580,26297,33877
18229,33996,10129,44125
18232,1870,4546,6416
18233,4291,2010,6301
18234,1863,1825,3688
18235,98,2180,2278
18236,128,8538,8666
18237,1177,73,1250
18238,18305,924,19229
18239,11793,15923,27716
18240,18996,5145,24141
18499,2136,6524,8660
18500,1324,1633,2957
18501,2020,1438,3458
18502,4661,1380,6041
18503,99110,1091,100201
18504,3458,3512,6970
18506,2009,8,2017
18507,8409,5690,14099
18508,13205,11812,25017
18510,671,6,677
18511,56143,33431,89574
18512,1609,229,1838
18513,10414,629,11043
18514,11963,7691,19654
18515,2126,13,2139
18516,8419,11856,20275
18517,493,2373,2866
18518,856,12,868
18519,1876,843,2719
18522,1743,2635,4378
18524,1068,36,1104
18525,1012,845,1857
18526,8404,29010,37414
18527,1520,909,2429
18528,4517,17,4534
18530,3208,7905,11113
18531,918,230,1148
18532,4368,1876,6244
18533,1670,4046,5716
18534,1299,5602,6901
18535,10514,20780,31294
18536,1038,451,1489
18537,1624,1461,3085
18538,1329,710,2039
18540,1705,1680,3385
18541,9218,10744,19962
18542,33517,8451,41968
18543,39361,26339,65700
18544,2983,1302,4285
18545,3314,621,3935
18548,12171,12511,24682
18549,8157,5127,13284
18550,8112,6457,14569
18552,3116,1654,4770
18553,45501,37547,83048
18554,3851,944,4795
18556,6496,11240,17736
18557,8569,2183,10752
18558,607,740,1347
18559,1453,1147,2600
18560,3133,1884,5017
18561,11231,5737,16968
18562,4330,2081,6411
18564,2411,2125,4536
18565,1978,1185,3163
18566,16692,5523,22215
18569,1011,2413,3424
18570,3981,3417,7398
18571,10216,4273,14489
18572,150,1672,1822
18573,12099,19100,31199
18577,6428,3773,10201
18581,379,3947,4326
18582,7692,6975,14667
18583,33364,83099,116463
18585,4194,1784,5978
18586,337,1075,1412
18587,1130,1176,2306
18588,1258,699,1957
18589,2124,304,2428
18590,14823,18088,32911
18592,1002,677,1679
18593,268,1414,1682
18594,8611,4175,12786
18595,46,386,432
18596,23633,8785,32418
18598,6259,9038,15297
18600,1947,1270,3217
18601,634,146,780
18602,108,575,683
18603,3802,3882,7684
18617,171,3121,3292
18618,4367,8935,13302
18639,4701,4586,9287
18643,9099,4594,13693
18644,14211,9318,23529
18657,3769,16822,20591
18658,3424,1836,5260
18688,1918,1040,2958
18689,141,3216,3357
18699,6530,2831,9361
18708,52,25250,25302
18740,5012,298,5310
18741,20,6720,6740
18763,5320,8423,13743
18764,7581,4275,11856
18772,753,784,1537
18776,36491,53784,90275
18777,65949,28120,94069
18783,800,5535,6335
18784,5962,12017,17979
18785,1606,2508,4114
18786,18230,9745,27975
18787,773,854,1627
18788,2416,2539,4955
18790,4244,15820,20064
18791,11257,8119,19376
18792,2395,411,2806
18794,7620,6868,14488
18795,917,170,1087
18796,1195,1745,2940
18797,20294,2589,22883
18798,501,604,1105
18800,680,1382,2062
18801,5256,4757,10013
18802,779,3634,4413
18803,11119,8096,19215
18804,4099,5693,9792
18805,735,2352,3087
18806,4067,3421,7488
18807,17636,9395,27031
18808,18960,13872,32832
18809,332,2479,2811
18812,15542,3778,19320
18814,2021,1834,3855
18815,13,6553,6566
18816,1386,1442,2828
18817,166,3330,3496
18818,6199,1741,7940
18820,3,632,635
18821,2019,1818,3837
18822,357,1172,1529
18824,12,403,415
18825,381,2001,2382
18826,45,1372,1417
18828,8481,5776,14257
18829,2293,9128,11421
18833,2482,1901,4383
18834,815,85321,86136
18836,379,995,1374
18838,66845,6810,73655
18839,98,991,1089
18840,2340,7203,9543
18841,87,1297,1384
18842,678,5799,6477
18843,1417,1896,3313
18844,1,685,686
18845,1449,6074,7523
18847,1,916,917
18848,877,3225,4102
18850,1428,3965,5393
18851,4388,1985,6373
18852,157,1731,1888
18853,228,1792,2020
18854,79,2032,2111
18856,12185,7979,20164
18857,52,1222,1274
18858,1330,159,1489
18859,8100,10832,18932
18860,9052,6957,16009
18861,4858,8086,12944
18863,23357,21592,44949
18864,33204,31031,64235
18865,10671,12976,23647
18866,16100,10789,26889
18867,20611,65879,86490
18868,10709,11972,22681
18869,3558,2630,6188
18871,128,2578,2706
18872,2787,3518,6305
18873,395,485,880
18959,481,895,1376
18960,1701,942,2643
18961,268,377,645
18962,47,230,277
18963,12,490,502
18964,15,1670,1685
18965,773,2359,3132
18967,1738,608,2346
18968,211,695,906
18969,200,679,879
18970,79,513,592
18972,4433,20,4453
18973,1654,20,1674
18974,510,35,545
18975,97,105,202
18976,351,543,894
18977,1899,1750,3649
18978,1679,508,2187
18979,3163,753,3916
18980,331,148,479
18981,651,168,819
18982,756,633,1389
18983,337,1486,1823
18984,435,1841,2276
18985,1235,2692,3927
18987,43,825,868
18988,1949,6477,8426
18989,3764,227,3991
18992,1149,4233,5382
18993,21,260,281
18994,880,2095,2975
18999,1340,13675,15015
19001,16618,26797,43415
19002,19078,34941,54019
19003,47827,60798,108625
19004,50397,55992,106389
19005,90169,68211,158380
19006,104743,146482,251225
19007,75540,43849,119389
19008,89591,93008,182599
19009,43427,62670,106097
19010,79045,72171,151216
19011,26821,41883,68704
19012,20152,45520,65672
19013,55753,43040,98793
19014,31885,45222,77107
19015,21024,31749,52773
19017,26872,57647,84519
19101,4316,7153,11469
19102,8904,8027,16931
19103,6641,8368,15009
19104,39306,31312,70618
19105,20375,41749,62124
19106,16979,52758,69737
19107,69674,29884,99558
19109,27309,22553,49862
19112,263760,164034,427794
19114,22805,15056,37861
19117,17934,56789,74723
19118,43310,77040,120350
19119,73932,47691,121623
19120,33181,47282,80463
19121,23212,24770,47982
19122,18341,22998,41339
19123,7716,2502,10218
19124,2309,7335,9644
19125,33346,37359,70705
19126,54558,32954,87512
19130,12458,4643,17101
19131,37660,17926,55586
19132,28389,24490,52879
19133,55865,44694,100559
19136,49791,44711,94502
19137,36410,21494,57904
19138,13908,15160,29068
19139,50038,40948,90986
19140,51677,41845,93522
19141,7884,8437,16321
19142,9206,13788,22994
19143,50287,37466,87753
19144,38864,31252,70116
19145,24019,13107,37126
19146,21990,30664,52654
19147,8851,5306,14157
19148,7126,13969,21095
19149,17776,23347,41123
19150,61549,37500,99049
19151,27779,32426,60205
19152,24585,18434,43019
19153,43330,103770,147100
19154,44869,31417,76286
19155,114211,45488,159699
19156,61110,123263,184373
19157,35953,49734,85687
19158,43787,14972,58759
19159,26317,35922,62239
19160,29017,19534,48551
19161,41066,82062,123128
19162,24736,29139,53875
19163,37842,42620,80462
19164,4529,7426,11955
19165,17797,22288,40085
19166,32866,26043,58909
19167,6687,18431,25118
19168,28734,27080,55814
19169,45203,30035,75238
19171,5973,9432,15405
19172,100231,51484,151715
19173,32813,37614,70427
19174,71132,61862,132994
19175,40593,58183,98776
19176,24851,53057,77908
19177,18626,7486,26112
19178,2234,13162,15396
19181,9975,11174,21149
19182,12818,12254,25072
19183,5387,4632,10019
19184,10782,10944,21726
19186,28847,10594,39441
19187,12816,26157,38973
19188,4873,1975,6848
19192,42262,7793,50055
19193,9085,50239,59324
19195,26,606,632
19196,43,9034,9077
19197,17726,64,17790
19198,142,14734,14876
19199,13991,223,14214
19200,293,296,589
19201,716,7,723
19202,19215,17481,36696
19203,21004,19945,40949
19204,22687,25755,48442
19205,28023,25576,53599
19206,1350,10838,12188
19207,18407,3999,22406
19208,1162,5479,6641
19210,32868,27882,60750
19211,17980,40951,58931
19212,29945,14140,44085
19213,11389,28285,39674
19214,23704,13281,36985
19215,46864,66033,112897
19216,15915,22154,38069
19217,48284,36522,84806
19218,26241,14042,40283
19219,11490,19899,31389
19220,9971,10246,20217
19221,2250,12214,14464
19222,12753,1794,14547
19223,5933,10553,16486
19224,7750,2239,9989
19225,54899,100994,155893
19226,46252,41630,87882
19227,36091,32223,68314
19228,67618,35942,103560
19229,20983,14754,35737
19230,28359,39730,68089
19231,20630,16138,36768
19232,17768,30854,48622
19233,13752,27557,41309
19234,17825,20063,37888
19235,13906,9177,23083
19236,10002,6794,16796
19238,26067,20586,46653
19239,45156,32985,78141
19240,28129,26910,55039
19241,20225,38722,58947
19242,13394,8845,22239
19243,6035,10800,16835
19244,1333,4218,5551
19245,9998,6860,16858
19246,8130,11278,19408
19247,27624,17425,45049
19248,14896,13867,28763
19249,40257,25591,65848
19251,314,17,331
19252,3530,871,4401
19253,9559,6239,15798
19254,25276,24157,49433
19255,54832,88837,143669
19256,3229,12250,15479
19257,745,2887,3632
19258,20262,27427,47689
19260,5395,6681,12076
19261,5850,8237,14087
19262,4643,10405,15048
19264,23570,25029,48599
19265,16058,14580,30638
19266,12796,5322,18118
19267,5899,4967,10866
19268,4921,5887,10808
19269,17900,13438,31338
19270,22193,20651,42844
19271,13342,21566,34908
19272,25511,12477,37988
19273,10410,2775,13185
19274,8836,9139,17975
19275,273,308,581
19276,526,518,1044
19277,4587,5193,9780
19278,4022,5603,9625
19279,39238,21724,60962
19280,18825,41250,60075
19281,6434,6437,12871
19282,53813,21468,75281
19283,21109,32614,53723
19284,62998,42671,105669
19285,5863,1397,7260
19286,922,3825,4747
19287,8408,11016,19424
19288,497,2871,3368
19289,4633,3499,8132
19290,20667,12272,32939
19291,4705,3143,7848
19292,2950,8158,11108
19293,5026,6185,11211
19294,4172,3888,8060
19296,986,2804,3790
19297,33281,34534,67815
19298,1894,591,2485
19299,1277,665,1942
19300,30579,26568,57147
19301,7226,1795,9021
19302,875,199,1074
19303,18788,48925,67713
19304,3413,2714,6127
19305,10439,11935,22374
19306,20132,17927,38059
19307,40589,32434,73023
19309,836,1384,2220
19310,4719,4836,9555
19311,440,687,1127
19312,2831,5755,8586
19314,791,600,1391
19315,2167,1387,3554
19316,1392,14695,16087
19317,19042,2063,21105
19318,16158,7935,24093
19319,2173,3749,5922
19320,2151,3069,5220
19321,1412,2632,4044
19322,856,3268,4124
19323,12317,12502,24819
19324,16919,12732,29651
19325,5904,2557,8461
19327,5244,5464,10708
19328,1409,3978,5387
19329,4092,3204,7296
19330,5573,5345,10918
19331,6284,2252,8536
19332,2407,2634,5041
19333,5434,5963,11397
19334,2854,1974,4828
19335,973,2866,3839
19336,489,16,505
19337,410,611,1021
19338,35,176,211
19341,1608,2055,3663
19346,2077,6099,8176
19347,3045,4785,7830
19350,29,502,531
19351,1626,1048,2674
19352,456,506,962
19353,52,155,207
19354,942,1795,2737
19357,6753,5083,11836
19358,3,2722,2725
19359,6452,55,6507
19360,13,2561,2574
19361,1855,257,2112
19362,4798,2137,6935
19364,2096,1009,3105
19365,1249,3201,4450
19367,6700,5090,11790
19386,122,1402,1524
19389,2322,5747,8069
19390,1489,2918,4407
19392,3,1568,1571
19393,1134,1308,2442
19402,9938,1604,11542
19403,3183,2184,5367
19404,631,2600,3231
19405,1877,1435,3312
19406,256,885,1141
19407,10322,7587,17909
19416,1136,616,1752
19418,305,347,652
19423,456,502,958
19424,405,546,951
19425,570,834,1404
19427,7185,16,7201
19428,9,4222,4231
19429,6747,4433,11180
19430,15435,12988,28423
19434,7218,11787,19005
19435,680,1670,2350
19436,813,415,1228
19437,257,2094,2351
19438,2943,1323,4266
19439,1617,3609,5226
19450,4364,2872,7236
19451,3108,4617,7725
19452,1272,1614,2886
19453,268,1782,2050
19454,6274,2218,8492
19455,6524,4766,11290
19456,4092,4780,8872
19457,11711,7643,19354
19458,5053,2693,7746
19483,4497,4262,8759
19501,11095,15190,26285
19502,14723,12092,26815
19503,4743,1626,6369
19504,1582,724,2306
19505,542,20,562
19506,986,57,1043
19507,1981,34,2015
19508,137,28,165
19509,23776,870,24646
19510,690,573,1263
19511,1166,108,1274
19512,1383,309,1692
19513,742,824,1566
19515,6654,3329,9983
19516,9772,2639,12411
19518,2522,550,3072
19519,140,303,443
19520,1896,2603,4499
19521,2925,5429,8354
19522,12562,340,12902
19523,1294,191,1485
19524,2535,779,3314
19525,827,202,1029
19526,1682,1488,3170
19527,2951,6950,9901
19528,963,569,1532
19529,3116,1075,4191
19530,2383,1362,3745
19532,1395,1310,2705
19533,4781,5173,9954
19534,1445,1906,3351
19535,582,653,1235
19536,994,921,1915
19538,5010,2327,7337
19539,2561,2605,5166
19540,3559,4723,8282
19541,5929,895,6824
19542,2301,1315,3616
19544,2158,1775,3933
19546,6247,7794,14041
19547,2765,874,3639
19548,1622,2661,4283
19550,1414,1068,2482
19551,15011,8749,23760
19552,4744,5192,9936
19553,5582,2860,8442
19555,4853,2339,7192
19556,3146,2738,5884
19557,2136,4061,6197
19558,3669,2062,5731
19560,7131,3027,10158
19561,414,1708,2122
19563,3479,1491,4970
19568,4257,3086,7343
19574,8735,4919,13654
19578,3159,3307,6466
19579,1156,769,1925
19581,778,2522,3300
19582,1670,1943,3613
19583,3485,4527,8012
19584,3500,3920,7420
19585,510,1626,2136
19586,2805,1053,3858
19587,1571,1104,2675
19588,2725,3287,6012
19590,5678,5264,10942
19591,397,1587,1984
19595,2653,2582,5235
19596,1544,3297,4841
19599,6056,6662,12718
19628,3986,4290,8276
19630,811,2275,3086
19631,1918,1753,3671
19645,96742,72103,168845
19662,89,4896,4985
19663,5957,4318,10275
19674,70,737,807
19676,6273,5763,12036
19679,2480,2197,4677
19682,1368,2195,3563
19684,1693,1037,2730
19685,3154,1539,4693
19687,5057,3013,8070
19688,346,91,437
19693,522,1958,2480
19697,366,1155,1521
19698,993,604,1597
19700,16029,2704,18733
19701,1677,4602,6279
19702,6358,1906,8264
19703,9208,12542,21750
19705,824,1349,2173
19706,1180,1419,2599
19707,460,1484,1944
19708,546,6462,7008
19709,1858,663,2521
19710,79,205,284
19713,431,195,626
19714,6633,5371,12004
19729,2083,3333,5416
19730,1814,1035,2849
19733,1187,195,1382
19740,178,1798,1976
19741,1416,2362,3778
19742,7805,10190,17995
19745,3489,9490,12979
19748,2096,5063,7159
19750,1137,2235,3372
19751,5214,10261,15475
19752,897,2498,3395
19753,2692,7140,9832
19756,1321,2288,3609
19757,7370,9883,17253
19758,3564,4935,8499
19760,69,631,700
19761,2971,9407,12378
19762,3064,3715,6779
19765,278,1977,2255
19770,5211,3228,8439
19773,1958,1222,3180
19774,3090,4555,7645
19775,594,1607,2201
19777,3947,3216,7163
19778,52,1506,1558
19786,320,5367,5687
19794,18,2301,2319
19799,847,2137,2984
19800,407,12119,12526
19806,2185,4395,6580
19807,210,13801,14011
19809,111,2820,2931
19811,140,902,1042
19812,1367,6529,7896
19813,83,178,261
19814,63,468,531
19821,48213,60610,108823
19827,7627,2882,10509
19833,2491,4312,6803
19834,3889,5151,9040
19835,1296,2732,4028
19836,1428,3064,4492
19837,1346,2084,3430
19840,143,1074,1217
19844,1398,5530,6928
19846,836,5454,6290
